,X.MI,Y.MI,Z.MI,A.MI,C.MI,E.MI,D.MI,G.MI,I.MI,M.MI,P.MI,R.MI,S.MI,T.MI,U.MI
2020-03-24,0.13512,0.02426,0.11409,0.21143,-0.0221,0.05521,0.13916,0.1049,0.08897,0.13025,0.06605,0.10168,0.07299,0.02947,0.09525
2020-03-25,0.03262,-0.0537,0.02958,0.01506,0.0221,-0.00174,0.04071,0.02852,0.02038,0.07604,0.00909,0.00934,0.02331,-0.02351,0.0081
2020-03-26,0.00614,0.01822,0.05355,0.00814,0.0,-0.00334,-0.00138,0.01673,0.00912,0.0269,0.04573,0.00925,-0.03242,-0.05091,-0.01554
2020-03-27,-0.01672,-0.00226,-0.03444,-0.06243,0.07118,-0.01995,-0.05838,-0.02277,-0.04029,-0.06342,-0.03085,-0.02583,-0.05688,-0.01259,-0.05483
2020-03-30,-0.01411,-0.02752,-0.05038,-0.02002,-0.05223,0.03684,0.04474,-0.00081,-0.0631,-0.0369,0.00812,0.0112,-0.02751,-0.00802,-0.07748
2020-03-31,0.03007,0.02299,-0.01537,0.01726,-0.02442,-0.00739,0.07043,0.00363,0.0119,0.0106,-0.02507,0.0171,-0.03652,0.03359,-0.01761
2020-04-01,-0.02377,0.0113,-0.00302,-0.0529,-0.06821,-0.04369,-0.00217,-0.02571,-0.03668,-0.00478,-0.04342,-0.03523,-0.02511,-0.00188,-0.04099
2020-04-02,-0.0059,-0.00676,0.00345,-0.02118,-0.02985,0.01261,0.06705,0.01924,0.00209,0.03379,0.05013,-0.00956,-0.00425,0.02024,-0.01188
2020-04-03,-0.01444,0.0,-0.01778,-0.03427,0.02099,-0.01244,-0.05355,-0.01183,-0.07854,-0.01833,0.00744,-0.06841,0.00255,0.00237,-0.03589
2020-04-06,0.05035,0.03774,0.03568,0.10207,0.01473,0.01163,-0.00107,0.02912,0.09263,0.06918,0.02647,0.04713,0.03339,0.03158,0.08314
2020-04-07,0.02975,-0.00218,0.05425,0.02686,0.04293,0.03756,0.01206,0.01895,0.00738,0.02,0.01432,0.02864,-0.00082,-0.01386,0.03362
2020-04-08,-0.01115,-0.02208,0.04402,0.01361,0.0028,-0.01422,-0.01421,0.0,-0.01357,0.0018,0.01485,0.03531,0.00574,-0.01957,-0.00491
2020-04-09,0.02363,-0.02029,0.04399,0.05417,-0.0169,0.02638,0.0014,0.00663,-0.0029,-0.00432,0.00338,-0.00461,0.02022,-0.02346,0.01668
2020-04-14,0.0238,0.01357,0.00183,-0.00608,0.03352,-0.00093,-0.01526,0.02038,-0.02722,-0.04276,0.00409,0.00603,0.00956,-0.00595,-0.04637
2020-04-15,-0.04631,-0.0045,-0.08685,-0.06188,-0.01662,-0.03794,-0.06594,-0.04158,-0.04197,-0.06778,-0.09213,-0.0276,-0.0446,-0.04184,-0.0697
2020-04-16,-0.00586,-0.00907,0.01189,0.00252,0.0221,0.00674,-0.01503,-0.01681,0.00871,-0.01074,0.00812,0.03814,-0.0142,-0.01253,0.00662
2020-04-17,0.02105,0.00455,0.03008,0.02942,0.01626,-0.00642,0.01561,0.01124,0.01169,0.01877,0.00416,0.03876,0.02163,-0.01153,0.02912
2020-04-20,0.01423,0.0,0.04791,-0.00227,0.05492,-0.00274,-0.01798,0.0,0.00493,0.01232,-0.01149,-0.01276,-0.00412,0.01153,0.10123
2020-04-21,-0.02347,-0.07289,-0.04873,-0.03419,-0.02839,-0.03067,-0.05784,-0.02956,-0.04662,-0.03599,-0.02151,-0.02082,-0.06047,-0.03529,-0.04553
2020-04-22,-0.00136,0.03593,0.03598,-0.00254,-0.00525,-0.00334,0.04759,0.01631,0.01369,-0.01319,0.01571,0.01876,-0.0394,-0.00446,0.01924
2020-04-23,-0.01071,-0.00472,0.02245,0.04492,0.0,-0.00991,0.01474,0.00805,0.03394,0.06173,-0.00663,0.00857,0.00456,0.03314,0.02673
2020-04-24,-0.02215,0.0,-0.00484,-0.03714,0.00525,-0.0044,-0.02655,-0.00765,-0.02977,-0.02488,-0.01609,-0.01721,-0.00638,-0.02749,-0.03121
2020-04-27,0.01952,0.01408,0.03713,0.04509,0.013,0.02841,0.01849,0.02986,0.03754,0.04725,0.06337,0.02027,0.02262,0.02228,0.04116
2020-04-28,0.04719,0.0,0.04656,0.03918,-0.013,0.01309,0.03277,0.0175,0.03659,0.03375,-0.00178,-0.00751,0.01068,-0.00087,0.03649
2020-04-29,0.03921,0.00233,0.03936,0.06057,0.04604,0.01932,0.03095,0.02513,0.02268,0.01682,0.02038,0.00308,0.01667,0.05587,0.02027
2020-04-30,-0.02459,0.0,-0.04562,-0.01524,0.06297,-0.00544,-0.0275,-0.02166,-0.03955,-0.04221,-0.03523,-0.02036,-0.01756,-0.00771,-0.04819
2020-05-04,-0.03591,0.00232,-0.04592,-0.05716,0.0,-0.03741,-0.05946,-0.0245,-0.03359,-0.01486,-0.03974,0.01454,-0.03975,-0.04699,-0.05784
2020-05-05,-0.00135,-0.00465,0.0,0.02711,0.01399,0.01339,0.05635,0.01833,0.05307,-0.00887,0.01519,-0.0062,0.0046,0.02406,0.00316
2020-05-06,-0.00331,-0.00937,-0.01515,-0.01066,-0.11,-0.00346,-0.03086,-0.01558,-0.02146,-0.00194,-0.0287,0.01305,-0.00368,-0.00853,-0.0083
2020-05-07,0.02029,-0.0214,0.01139,-0.00628,0.04793,0.01975,0.01567,0.00665,-0.01119,-0.00272,-0.01674,-0.00582,0.00276,-0.02193,-0.01588
2020-05-08,0.00561,0.02844,0.01126,0.04445,-0.03254,0.00194,0.00873,0.01202,0.00681,0.01084,0.02325,0.00548,0.00641,0.00929,0.01285
2020-05-11,-0.00766,0.00233,0.00093,-0.01583,0.01765,-0.01954,0.0,-0.0089,-0.00326,0.03294,0.02615,0.00816,-0.01471,0.00634,0.00531
2020-05-12,-0.02466,0.00233,0.04198,-0.00761,-0.01258,0.01063,0.00957,-0.00429,0.00806,-0.01614,0.02111,-0.01021,0.0,0.05612,0.00618
2020-05-13,-0.03463,0.00464,0.01772,-0.06892,0.00253,-0.01889,-0.02193,-0.01932,-0.01933,-0.0453,-0.04079,-0.01482,0.0,-0.00927,-0.03922
2020-05-14,-0.02702,-0.01869,-0.03302,-0.03723,-0.01271,-0.02451,-0.00129,-0.01242,-0.0072,-0.02832,-0.01843,-0.01258,-0.02247,-0.01881,-0.01829
2020-05-15,0.02047,0.01637,-0.02295,0.00522,0.00255,-0.02113,0.0007,0.01242,0.00014,-0.0047,-0.01711,0.01881,-0.01239,0.00751,-0.01136
2020-05-18,0.04642,-0.01167,0.03378,0.11063,0.00762,0.03463,0.06774,0.02901,0.19761,0.06689,0.03769,0.03559,0.04957,0.05211,0.05739
2020-05-19,0.02262,0.05924,-0.0063,0.00129,-0.00253,0.01217,-0.03204,-0.01788,-0.01485,-0.01855,-0.0078,-0.02734,-0.00091,-0.09025,-0.01362
2020-05-20,0.00586,-0.00443,0.00181,0.03069,0.01261,0.03499,0.00535,0.00532,0.00571,0.00273,0.00162,-0.00583,-0.04865,-0.08187,0.00599
2020-05-21,-0.01898,0.00885,0.02669,-0.02062,-0.00755,0.0124,-0.02486,-0.03022,-0.01188,-0.0141,-0.00622,-0.00449,-0.00096,0.0,-0.01233
2020-05-22,0.00902,0.0022,0.00088,-0.00111,-0.01783,0.01256,-0.00586,0.02327,0.01577,0.01992,0.00972,0.0151,-0.02527,0.00219,0.0425
2020-05-25,0.01793,-0.00441,0.00873,0.00888,-0.01554,0.01548,0.01047,-0.0037,0.00896,0.00347,0.03408,0.01756,0.01369,0.0167,0.00622
2020-05-26,0.03322,0.0,0.0198,0.0297,0.03085,0.00092,0.00169,0.02724,0.02947,0.0551,0.00492,0.0,0.07029,0.0131,0.04349
2020-05-27,0.02623,-0.03367,0.00933,0.08513,0.0,0.01069,0.02105,0.02025,0.02448,0.04003,0.01488,-0.01178,0.0117,0.0003,0.04574
2020-05-28,-0.01075,-0.00687,0.02337,-0.01517,0.00253,0.0308,0.00496,0.00431,0.01304,0.03681,0.0033,0.02772,0.15082,0.01412,0.03464
2020-05-29,-0.01683,0.00459,-0.01162,-0.03963,0.00252,0.01592,-0.04442,-0.02296,-0.00399,-0.01463,0.00178,0.00066,-0.03682,-0.00959,0.00013
2020-06-01,0.02066,0.0,-0.00838,0.0339,-0.00505,0.01396,0.02636,0.03192,0.01762,0.07777,0.00908,0.00164,-0.0032,0.02792,0.03083
2020-06-02,0.0241,0.00684,0.03637,0.03335,-0.01274,0.02693,0.05039,0.02981,0.02808,0.02133,0.01148,0.0023,0.03307,0.03143,0.01618
2020-06-03,0.082,0.01802,0.0113,0.04789,0.0102,0.04288,0.02566,0.04886,0.02923,0.05289,0.02983,0.0294,0.055,-0.00998,0.05036
2020-06-04,-0.00194,0.00889,0.03703,-0.02169,-0.04411,-0.00254,-0.0039,0.00429,0.01224,-0.00029,0.03154,-0.01185,-0.02675,0.00486,0.00766
2020-06-05,0.0391,-0.01112,0.04536,0.07194,0.00793,0.01235,0.05871,0.02677,0.04559,0.04548,0.0233,-0.00841,0.07958,0.03007,0.04635
2020-06-08,-0.0078,0.01112,0.02265,0.0114,-0.00528,-0.00013,0.01648,0.00243,0.01711,0.03075,0.02054,-0.01506,-0.0275,0.02677,0.03849
2020-06-09,-0.0176,-0.02011,-0.03905,-0.01873,0.00264,-0.00463,-0.03025,-0.01081,-0.04735,-0.03273,-0.03132,0.01148,-0.01006,-0.00649,-0.03782
2020-06-10,-0.01155,0.0,0.0,-0.01367,0.02604,-0.00399,-0.01569,-0.0209,-0.01017,-0.01821,-0.01159,0.00747,-0.0256,0.00811,-0.03361
2020-06-11,-0.03312,-0.02746,-0.07082,-0.08368,0.09554,-0.02494,-0.07291,-0.03942,-0.05109,-0.04342,-0.05415,-0.03658,-0.07616,-0.08564,-0.08195
2020-06-12,-0.01478,0.03645,0.01521,0.00182,-0.08024,0.00245,0.0007,-0.00037,0.00259,0.02048,0.01515,-0.00202,-0.00883,0.03542,-0.00113
2020-06-15,-0.00045,-0.00673,0.00396,-0.00098,0.02747,0.00231,-0.00082,-0.00149,0.00283,0.01458,0.00845,-0.00303,0.02391,-0.01972,-0.00594
2020-06-16,0.0298,0.00897,0.03269,0.03123,0.0,0.02733,0.04054,0.02213,0.04367,0.02488,0.02,0.02663,0.00471,0.07477,0.06414
2020-06-17,-0.0011,-0.00223,-0.01078,-0.00584,-0.00494,-0.0081,-0.00437,-0.00732,0.0027,-0.00481,-0.00449,-0.00858,0.01401,0.00161,-0.00238
2020-06-18,-0.00341,-0.02492,-0.00465,0.00828,-0.02506,-0.00427,-0.00688,-0.01257,-0.01062,0.01772,-0.00713,-0.00133,0.00154,-0.01889,-0.01899
2020-06-19,-0.00419,0.01367,0.01006,-0.00692,0.01511,0.01685,0.0044,0.01331,-0.00059,-0.02142,-0.02023,0.00661,0.03189,0.03481,0.00182
2020-06-22,-0.01089,0.0,-0.00308,-0.00245,0.00499,0.0,-0.00803,-0.01368,-0.00143,-0.02919,0.02039,0.00263,-0.01052,0.02614,-0.0017
2020-06-23,0.02253,0.00676,0.00922,0.00937,0.0,0.02738,0.01051,0.01478,0.01709,0.00468,0.01695,0.0163,0.00076,-0.00237,0.02232
2020-06-24,-0.02634,0.0,-0.04379,-0.06144,-0.01252,-0.02423,-0.04884,-0.02714,-0.02641,-0.05891,-0.04534,-0.03321,-0.04792,-0.04563,-0.04341
2020-06-25,0.0191,0.0,-0.0024,0.03266,-0.00505,0.0051,0.00106,0.00264,0.01074,0.00832,0.00711,0.00234,-0.01596,0.01372,-0.00198
2020-06-26,-0.02225,-0.01586,0.01036,-0.02407,0.00757,-0.00314,-0.00995,-0.0015,-0.01483,-0.04105,-0.02019,0.00996,-0.02526,-0.03833,-0.01804
2020-06-29,0.01784,-0.00229,0.00869,0.02435,0.01,0.01107,0.02679,0.01049,0.02499,0.04351,0.03001,0.0033,0.0188,0.02544,0.0433
2020-06-30,0.00507,0.0,0.00471,0.00264,-0.00499,-0.00597,-0.01578,0.00372,0.00094,-0.02167,-0.03079,-0.00033,-0.02459,-0.0354,-0.00863
2020-07-01,-0.00817,0.00457,-0.01657,-0.01256,0.0,0.00312,-0.00177,-0.00037,-0.00766,0.01182,0.00181,-0.00264,0.00662,0.002,-0.00933
2020-07-02,0.02906,-0.00457,0.04587,0.04798,0.0,0.03131,0.0285,0.02711,0.03613,0.04239,0.01916,0.02252,0.0204,0.0122,0.05469
2020-07-03,-0.0117,-0.00229,-0.02462,-0.01633,0.0,-0.00923,-0.00529,-0.00653,-0.00343,-0.00327,-0.01478,-0.00843,-0.02619,-0.01763,-0.01719
2020-07-06,0.0191,0.0,0.02386,0.02658,0.00499,0.00507,0.00964,0.01013,0.02566,0.00445,0.01605,0.01934,0.01154,0.03385,0.03683
2020-07-07,-0.01594,0.0,-0.00457,0.00436,-0.00499,0.00768,0.00705,-0.00941,-0.00313,0.00118,-0.00558,-0.00673,-0.00906,-0.03242,-0.00747
2020-07-08,-0.00261,0.03383,-0.01075,-0.00914,0.0198,0.01382,-0.01393,-0.01023,-0.0133,-0.01041,-0.00791,-0.00677,-0.01248,-0.00806,-0.00915
2020-07-09,-0.01238,-0.02469,-0.03217,-0.01207,0.0,-0.01872,-0.03082,-0.01629,-0.0182,-0.01718,-0.02385,0.00129,-0.01604,-0.01221,-0.03505
2020-07-10,0.00758,0.0113,0.02442,0.01521,-0.00491,0.01178,0.00685,0.00744,0.01956,0.02729,0.00862,0.01476,-0.01544,0.00786,0.0264
2020-07-13,0.01077,0.00448,0.01161,0.01149,0.03865,0.01139,0.01959,0.01069,0.00902,0.02426,0.01881,0.00982,0.01714,0.05722,0.02114
2020-07-14,0.00916,-0.02034,-0.00077,-0.00986,-0.01914,-0.01339,0.0141,0.00512,-0.00022,0.01718,-0.00384,-0.02071,-0.01714,0.01765,-0.00426
2020-07-15,0.00535,0.00456,0.01452,0.01909,0.00482,0.01916,0.00602,0.00763,0.01858,0.00142,0.00435,0.01248,0.01799,0.01044,0.01204
2020-07-16,0.0016,-0.00684,0.00076,-0.00628,-0.02433,0.01023,0.00666,0.00036,0.01368,0.00396,0.0028,-0.01506,0.00339,0.04276,0.00421
2020-07-17,-0.01459,0.0,0.00454,0.05311,0.00491,0.02086,-0.00926,-0.00945,-0.00414,-0.00651,-0.00946,-0.00518,0.0,-0.00332,0.00034
2020-07-20,,,,,,,,,,,,,,,0.00317
2020-07-21,,,,,,,,,,,,,,,0.01416
2020-07-22,0.00211,-0.01392,-0.00899,0.00318,-0.0099,-0.01646,-0.02518,-0.00502,-0.00457,0.01159,0.00893,-0.00473,-0.01696,-0.00517,0.001
2020-07-23,-0.01655,0.0093,-0.00907,0.03911,0.01971,-0.00735,-0.01225,-0.00939,-0.0145,-0.01744,-0.01599,0.00661,0.00256,-0.00468,-0.02505
2020-07-24,-0.01531,-0.04256,-0.01607,-0.02311,-0.01971,-0.02364,-0.00946,-0.01388,-0.01845,-0.01179,-0.0049,-0.0306,-0.00943,-0.00496,-0.00803
